"","centroid","annotations","protein"
"25180","centroid_727","  09107 Glycan biosynthesis and metabolism","murG"
"25181","centroid_727","  09175 Drug resistance: antimicrobial","murG"
"25182","centroid_727","  09181 Protein families: metabolism","murG"
"25183","centroid_727","  2.4  Glycosyltransferases","murG"
"25184","centroid_727"," 09100 Metabolism","murG"
"25185","centroid_727"," 09160 Human Diseases","murG"
"25186","centroid_727"," 09180 Brite Hierarchies","murG"
"25187","centroid_727"," 2. Transferases","murG"
"25188","centroid_7274","NCBI-GeneID: 11847625","(RefSeq) putative fimbrial chaperone"
"25189","centroid_728","    6.3.2.8  UDP-N-acetylmuramate---L-alanine ligase","murC"
"25190","centroid_728","   00471 D-Glutamine and D-glutamate metabolism","murC"
"25191","centroid_728","   00550 Peptidoglycan biosynthesis","murC"
"25192","centroid_728","   01011 Peptidoglycan biosynthesis and degradation proteins [BR:kpu01011]","murC"
"25193","centroid_728","   6.3.2  Acid-D-amino-acid ligases (peptide synthases)","murC"
"25194","centroid_728","  09106 Metabolism of other amino acids","murC"
"25195","centroid_728","  09107 Glycan biosynthesis and metabolism","murC"
"25196","centroid_728","  09181 Protein families: metabolism","murC"
"25197","centroid_728","  6.3  Forming carbon-nitrogen bonds","murC"
"25198","centroid_728"," 09100 Metabolism","murC"
"25199","centroid_728"," 09180 Brite Hierarchies","murC"
"25200","centroid_728"," 6. Ligases","murC"
"25201","centroid_7285","    2.7.1.197  protein-Npi-phosphohistidine---D-mannitol phosphotransferase","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25202","centroid_7285","   00051 Fructose and mannose metabolism","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25203","centroid_7285","   02000 Transporters [BR:kpm02000]","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25204","centroid_7285","   02060 Phosphotransferase system (PTS)","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25205","centroid_7285","   2.7.1  Phosphotransferases with an alcohol group as acceptor","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25206","centroid_7285","  09101 Carbohydrate metabolism","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25207","centroid_7285","  09131 Membrane transport","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25208","centroid_7285","  09183 Protein families: signaling and cellular processes","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25209","centroid_7285","  2.7  Transferring phosphorus-containing groups","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25210","centroid_7285"," 09100 Metabolism","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25211","centroid_7285"," 09130 Environmental Information Processing","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25212","centroid_7285"," 09180 Brite Hierarchies","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25213","centroid_7285"," 2. Transferases","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25214","centroid_7285","NCBI-GeneID: 11847637","(RefSeq) phosphoenolpyruvate-dependent PTS family enzyme IIA component"
"25215","centroid_729","    6.3.2.4  D-alanine---D-alanine ligase","ddl"
"25216","centroid_729","   00473 D-Alanine metabolism","ddl"
"25217","centroid_729","   00550 Peptidoglycan biosynthesis","ddl"
"25218","centroid_729","   01011 Peptidoglycan biosynthesis and degradation proteins [BR:kpu01011]","ddl"
"25219","centroid_729","   01502 Vancomycin resistance","ddl"
"25220","centroid_729","   6.3.2  Acid-D-amino-acid ligases (peptide synthases)","ddl"
"25221","centroid_729","  09106 Metabolism of other amino acids","ddl"
"25222","centroid_729","  09107 Glycan biosynthesis and metabolism","ddl"
"25223","centroid_729","  09175 Drug resistance: antimicrobial","ddl"
"25224","centroid_729","  09181 Protein families: metabolism","ddl"
"25225","centroid_729","  6.3  Forming carbon-nitrogen bonds","ddl"
"25226","centroid_729"," 09100 Metabolism","ddl"
"25227","centroid_729"," 09160 Human Diseases","ddl"
"25228","centroid_729"," 09180 Brite Hierarchies","ddl"
"25229","centroid_729"," 6. Ligases","ddl"
"25230","centroid_73","   03019 Messenger RNA biogenesis [BR:kpu03019]","menG"
"25231","centroid_73","  09182 Protein families: genetic information processing","menG"
"25232","centroid_73"," 09180 Brite Hierarchies","menG"
"25233","centroid_730","   03036 Chromosome and associated proteins [BR:kpu03036]","ftsQ"
"25234","centroid_730","  09182 Protein families: genetic information processing","ftsQ"
"25235","centroid_730"," 09180 Brite Hierarchies","ftsQ"
"25236","centroid_731","   03036 Chromosome and associated proteins [BR:kpu03036]","ftsA"
"25237","centroid_731","   04812 Cytoskeleton proteins [BR:kpu04812]","ftsA"
"25238","centroid_731","  09182 Protein families: genetic information processing","ftsA"
"25239","centroid_731","  09183 Protein families: signaling and cellular processes","ftsA"
"25240","centroid_731"," 09180 Brite Hierarchies","ftsA"
"25241","centroid_7313","   99997 Function unknown","(RefSeq) hypothetical protein"
"25242","centroid_7313","  09194 Poorly characterized","(RefSeq) hypothetical protein"
"25243","centroid_7313"," 09190 Not Included in Pathway or Brite","(RefSeq) hypothetical protein"
"25244","centroid_7313","NCBI-GeneID: 11847667","(RefSeq) hypothetical protein"
"25245","centroid_732","   02048 Prokaryotic defense system [BR:kpu02048]","ftsZ"
"25246","centroid_732","   03036 Chromosome and associated proteins [BR:kpu03036]","ftsZ"
"25247","centroid_732","   04812 Cytoskeleton proteins [BR:kpu04812]","ftsZ"
"25248","centroid_732","  09182 Protein families: genetic information processing","ftsZ"
"25249","centroid_732","  09183 Protein families: signaling and cellular processes","ftsZ"
"25250","centroid_732"," 09180 Brite Hierarchies","ftsZ"
"25251","centroid_733","    3.5.1.108  UDP-3-O-acyl-N-acetylglucosamine deacetylase","lpxC"
"25252","centroid_733","   00540 Lipopolysaccharide biosynthesis","lpxC"
"25253","centroid_733","   01005 Lipopolysaccharide biosynthesis proteins [BR:kpu01005]","lpxC"
"25254","centroid_733","   3.5.1  In linear amides","lpxC"
"25255","centroid_733","  09107 Glycan biosynthesis and metabolism","lpxC"
"25256","centroid_733","  09181 Protein families: metabolism","lpxC"
"25257","centroid_733","  3.5  Acting on carbon-nitrogen bonds, other than peptide bonds","lpxC"
"25258","centroid_733"," 09100 Metabolism","lpxC"
"25259","centroid_733"," 09180 Brite Hierarchies","lpxC"
"25260","centroid_733"," 3. Hydrolases","lpxC"
"25261","centroid_734","   02044 Secretion system [BR:kpu02044]","secM"
"25262","centroid_734","   03060 Protein export","secM"
"25263","centroid_734","   03070 Bacterial secretion system","secM"
"25264","centroid_734","  09123 Folding, sorting and degradation","secM"
"25265","centroid_734","  09131 Membrane transport","secM"
"25266","centroid_734","  09183 Protein families: signaling and cellular processes","secM"
"25267","centroid_734"," 09120 Genetic Information Processing","secM"
"25268","centroid_734"," 09130 Environmental Information Processing","secM"
"25269","centroid_734"," 09180 Brite Hierarchies","secM"
"25270","centroid_735","    7.4.2.8  protein-secreting ATPase","secA"
"25271","centroid_735","   02024 Quorum sensing","secA"
"25272","centroid_735","   02044 Secretion system [BR:kpu02044]","secA"
"25273","centroid_735","   03060 Protein export","secA"
"25274","centroid_735","   03070 Bacterial secretion system","secA"
"25275","centroid_735","   7.4.2  Linked to the hydrolysis of a nucleoside triphosphate","secA"
"25276","centroid_735","  09123 Folding, sorting and degradation","secA"
"25277","centroid_735","  09131 Membrane transport","secA"
"25278","centroid_735","  09145 Cellular community - prokaryotes","secA"
"25279","centroid_735","  09183 Protein families: signaling and cellular processes","secA"
"25280","centroid_735","  7.4  Catalysing the translocation of amino acids and peptides","secA"
"25281","centroid_735"," 09120 Genetic Information Processing","secA"
"25282","centroid_735"," 09130 Environmental Information Processing","secA"
"25283","centroid_735"," 09140 Cellular Processes","secA"
"25284","centroid_735"," 09180 Brite Hierarchies","secA"
"25285","centroid_735"," 7. Translocases","secA"
"25286","centroid_736","    3.6.1.55  8-oxo-dGTP diphosphatase","mutT"
"25287","centroid_736","   03400 DNA repair and recombination proteins [BR:kpu03400]","mutT"
"25288","centroid_736","   3.6.1  In phosphorus-containing anhydrides","mutT"
"25289","centroid_736","  09182 Protein families: genetic information processing","mutT"
"25290","centroid_736","  3.6  Acting on acid anhydrides","mutT"
"25291","centroid_736"," 09180 Brite Hierarchies","mutT"
"25292","centroid_736"," 3. Hydrolases","mutT"
"25293","centroid_7361","   02000 Transporters [BR:kpm02000]","(RefSeq) putative transporter"
"25294","centroid_7361","  09183 Protein families: signaling and cellular processes","(RefSeq) putative transporter"
"25295","centroid_7361"," 09180 Brite Hierarchies","(RefSeq) putative transporter"
"25296","centroid_7361","NCBI-GeneID: 11847721","(RefSeq) putative transporter"
"25297","centroid_737","   99997 Function unknown","yacG"
"25298","centroid_737","  09194 Poorly characterized","yacG"
"25299","centroid_737"," 09190 Not Included in Pathway or Brite","yacG"
"25300","centroid_738","   03036 Chromosome and associated proteins [BR:kpu03036]","(GenBank) hypothetical protein"
"25301","centroid_738","  09182 Protein families: genetic information processing","(GenBank) hypothetical protein"
"25302","centroid_738"," 09180 Brite Hierarchies","(GenBank) hypothetical protein"
"25303","centroid_739","    2.7.1.24  dephospho-CoA kinase","coaE"
"25304","centroid_739","   00770 Pantothenate and CoA biosynthesis","coaE"
"25305","centroid_739","   2.7.1  Phosphotransferases with an alcohol group as acceptor","coaE"
"25306","centroid_739","  09108 Metabolism of cofactors and vitamins","coaE"
"25307","centroid_739","  2.7  Transferring phosphorus-containing groups","coaE"
"25308","centroid_739"," 09100 Metabolism","coaE"
"25309","centroid_739"," 2. Transferases","coaE"
"25310","centroid_74","    2.5.1.74  1,4-dihydroxy-2-naphthoate polyprenyltransferase","menA"
"25311","centroid_74","   00130 Ubiquinone and other terpenoid-quinone biosynthesis","menA"
"25312","centroid_74","   01006 Prenyltransferases [BR:kpu01006]","menA"
"25313","centroid_74","   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)","menA"
"25314","centroid_74","  09108 Metabolism of cofactors and vitamins","menA"
"25315","centroid_74","  09181 Protein families: metabolism","menA"
"25316","centroid_74","  2.5  Transferring alkyl or aryl groups, other than methyl groups","menA"
"25317","centroid_74"," 09100 Metabolism","menA"
"25318","centroid_74"," 09180 Brite Hierarchies","menA"
"25319","centroid_74"," 2. Transferases","menA"
"25320","centroid_741","    1.7.1.7  GMP reductase","guaC"
"25321","centroid_741","   00230 Purine metabolism","guaC"
"25322","centroid_741","   1.7.1  With NAD+ or NADP+ as acceptor","guaC"
"25323","centroid_741","  09104 Nucleotide metabolism","guaC"
"25324","centroid_741","  1.7  Acting on other nitrogenous compounds as donors","guaC"
"25325","centroid_741"," 09100 Metabolism","guaC"
"25326","centroid_741"," 1. Oxidoreductases","guaC"
"25327","centroid_7413","NCBI-GeneID: 11847780","(RefSeq) putative epoxide hydrolase protein"
"25328","centroid_7414","    3.4.13.19  membrane dipeptidase","(RefSeq) proline dipeptidase"
"25329","centroid_7414","   00537 Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:kpm00537]","(RefSeq) proline dipeptidase"
"25330","centroid_7414","   01002 Peptidases and inhibitors [BR:kpm01002]","(RefSeq) proline dipeptidase"
"25331","centroid_7414","   04147 Exosome [BR:kpm04147]","(RefSeq) proline dipeptidase"
"25332","centroid_7414","   3.4.13  Dipeptidases","(RefSeq) proline dipeptidase"
"25333","centroid_7414","  09181 Protein families: metabolism","(RefSeq) proline dipeptidase"
"25334","centroid_7414","  09183 Protein families: signaling and cellular processes","(RefSeq) proline dipeptidase"
"25335","centroid_7414","  3.4  Acting on peptide bonds (peptidases)","(RefSeq) proline dipeptidase"
"25336","centroid_7414"," 09180 Brite Hierarchies","(RefSeq) proline dipeptidase"
"25337","centroid_7414"," 3. Hydrolases","(RefSeq) proline dipeptidase"
"25338","centroid_7414","NCBI-GeneID: 11847781","(RefSeq) proline dipeptidase"
"25339","centroid_7415","   99996 General function prediction only","(RefSeq) pyrroloquinoline quinone synthesis protein B"
"25340","centroid_7415","  09194 Poorly characterized","(RefSeq) pyrroloquinoline quinone synthesis protein B"
"25341","centroid_7415"," 09190 Not Included in Pathway or Brite","(RefSeq) pyrroloquinoline quinone synthesis protein B"
"25342","centroid_7415","NCBI-GeneID: 11847782","(RefSeq) pyrroloquinoline quinone synthesis protein B"
"25343","centroid_742","   02044 Secretion system [BR:kpu02044]","hofC"
"25344","centroid_742","  09183 Protein families: signaling and cellular processes","hofC"
"25345","centroid_742"," 09180 Brite Hierarchies","hofC"
"25346","centroid_7425","    1.11.1.21  catalase-peroxidase","(RefSeq) putative catalase (hydroperoxidase I)"
"25347","centroid_7425","   00360 Phenylalanine metabolism","(RefSeq) putative catalase (hydroperoxidase I)"
"25348","centroid_7425","   00380 Tryptophan metabolism","(RefSeq) putative catalase (hydroperoxidase I)"
"25349","centroid_7425","   1.11.1  Peroxidases","(RefSeq) putative catalase (hydroperoxidase I)"
"25350","centroid_7425","  09105 Amino acid metabolism","(RefSeq) putative catalase (hydroperoxidase I)"
"25351","centroid_7425","  1.11  Acting on a peroxide as acceptor","(RefSeq) putative catalase (hydroperoxidase I)"
"25352","centroid_7425"," 09100 Metabolism","(RefSeq) putative catalase (hydroperoxidase I)"
"25353","centroid_7425"," 1. Oxidoreductases","(RefSeq) putative catalase (hydroperoxidase I)"
"25354","centroid_7425","NCBI-GeneID: 11847793","(RefSeq) putative catalase (hydroperoxidase I)"
"25355","centroid_7426","   03036 Chromosome and associated proteins [BR:kpm03036]","(RefSeq) putative ATPase"
"25356","centroid_7426","  09182 Protein families: genetic information processing","(RefSeq) putative ATPase"
"25357","centroid_7426"," 09180 Brite Hierarchies","(RefSeq) putative ATPase"
"25358","centroid_7426","NCBI-GeneID: 11847795","(RefSeq) putative ATPase"
"25359","centroid_7428","   02000 Transporters [BR:kpm02000]","(RefSeq) putative transport protein"
"25360","centroid_7428","  09183 Protein families: signaling and cellular processes","(RefSeq) putative transport protein"
"25361","centroid_7428"," 09180 Brite Hierarchies","(RefSeq) putative transport protein"
"25362","centroid_7428","NCBI-GeneID: 11847797","(RefSeq) putative transport protein"
"25363","centroid_7429","    2.7.1.196  protein-Npi-phosphohistidine---N,N'-diacetylchitobiose phosphotransferase","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25364","centroid_7429","    2.7.1.205  protein-Npi-phosphohistidine---cellobiose phosphotransferase","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25365","centroid_7429","   00500 Starch and sucrose metabolism","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25366","centroid_7429","   02000 Transporters [BR:kpm02000]","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25367","centroid_7429","   02060 Phosphotransferase system (PTS)","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25368","centroid_7429","   2.7.1  Phosphotransferases with an alcohol group as acceptor","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25369","centroid_7429","  09101 Carbohydrate metabolism","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25370","centroid_7429","  09131 Membrane transport","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25371","centroid_7429","  09183 Protein families: signaling and cellular processes","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25372","centroid_7429","  2.7  Transferring phosphorus-containing groups","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25373","centroid_7429"," 09100 Metabolism","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25374","centroid_7429"," 09130 Environmental Information Processing","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25375","centroid_7429"," 09180 Brite Hierarchies","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25376","centroid_7429"," 2. Transferases","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25377","centroid_7429","cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25378","centroid_7429","NCBI-GeneID: 11847798","(RefSeq) putative lactose/cellobiose-specific PTS family enzyme IIA component"
"25379","centroid_743","   02044 Secretion system [BR:kpu02044]","hofB"
"25380","centroid_743","  09183 Protein families: signaling and cellular processes","hofB"
"25381","centroid_743"," 09180 Brite Hierarchies","hofB"
"25382","centroid_7430","    2.7.1.196  protein-Npi-phosphohistidine---N,N'-diacetylchitobiose phosphotransferase","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25383","centroid_7430","    2.7.1.205  protein-Npi-phosphohistidine---cellobiose phosphotransferase","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25384","centroid_7430","   00500 Starch and sucrose metabolism","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25385","centroid_7430","   02000 Transporters [BR:kpm02000]","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25386","centroid_7430","   02060 Phosphotransferase system (PTS)","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25387","centroid_7430","   2.7.1  Phosphotransferases with an alcohol group as acceptor","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25388","centroid_7430","  09101 Carbohydrate metabolism","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25389","centroid_7430","  09131 Membrane transport","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25390","centroid_7430","  09183 Protein families: signaling and cellular processes","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25391","centroid_7430","  2.7  Transferring phosphorus-containing groups","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25392","centroid_7430"," 09100 Metabolism","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25393","centroid_7430"," 09130 Environmental Information Processing","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25394","centroid_7430"," 09180 Brite Hierarchies","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25395","centroid_7430"," 2. Transferases","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25396","centroid_7430","cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25397","centroid_7430","NCBI-GeneID: 11847799","(RefSeq) lactose/cellobiose-specific PTS family enzyme IIB component"
"25398","centroid_7431","NCBI-GeneID: 11847800","(RefSeq) esterase/lipase"
"25399","centroid_7432","NCBI-GeneID: 11847802","(RefSeq) hypothetical protein"
"25400","centroid_7435","   00500 Starch and sucrose metabolism","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25401","centroid_7435","   02000 Transporters [BR:kpm02000]","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25402","centroid_7435","   02060 Phosphotransferase system (PTS)","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25403","centroid_7435","  09101 Carbohydrate metabolism","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25404","centroid_7435","  09131 Membrane transport","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25405","centroid_7435","  09183 Protein families: signaling and cellular processes","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25406","centroid_7435"," 09100 Metabolism","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25407","centroid_7435"," 09130 Environmental Information Processing","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25408","centroid_7435"," 09180 Brite Hierarchies","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25409","centroid_7435","NCBI-GeneID: 11847805","(RefSeq) cellobiose-specific PTS family enzyme IIC component"
"25410","centroid_7437","NCBI-GeneID: 11847807","(RefSeq) oxidoreductase alpha"
"25411","centroid_7438","   02000 Transporters [BR:kpm02000]","(RefSeq) hypothetical protein"
"25412","centroid_7438","  09183 Protein families: signaling and cellular processes","(RefSeq) hypothetical protein"
"25413","centroid_7438"," 09180 Brite Hierarchies","(RefSeq) hypothetical protein"
"25414","centroid_7438","NCBI-GeneID: 11847808","(RefSeq) hypothetical protein"
"25415","centroid_744","   02044 Secretion system [BR:kpu02044]","ppdD"
"25416","centroid_744","  09183 Protein families: signaling and cellular processes","ppdD"
"25417","centroid_744"," 09180 Brite Hierarchies","ppdD"
"25418","centroid_7441","   02000 Transporters [BR:kpm02000]","(RefSeq) hypothetical protein"
"25419","centroid_7441","  09183 Protein families: signaling and cellular processes","(RefSeq) hypothetical protein"
"25420","centroid_7441"," 09180 Brite Hierarchies","(RefSeq) hypothetical protein"
"25421","centroid_7441","NCBI-GeneID: 11847811","(RefSeq) hypothetical protein"
"25422","centroid_7442","NCBI-GeneID: 11847812","(RefSeq) hypothetical protein"
"25423","centroid_7443","    1.11.1.28  lipoyl-dependent peroxiredoxin","(RefSeq) osmotically inducible protein"
"25424","centroid_7443","   1.11.1  Peroxidases","(RefSeq) osmotically inducible protein"
"25425","centroid_7443","   99980 Enzymes with EC numbers","(RefSeq) osmotically inducible protein"
"25426","centroid_7443","  09191 Unclassified: metabolism","(RefSeq) osmotically inducible protein"
"25427","centroid_7443","  1.11  Acting on a peroxide as acceptor","(RefSeq) osmotically inducible protein"
"25428","centroid_7443"," 09190 Not Included in Pathway or Brite","(RefSeq) osmotically inducible protein"
"25429","centroid_7443"," 1. Oxidoreductases","(RefSeq) osmotically inducible protein"
"25430","centroid_7443","NCBI-GeneID: 11847813","(RefSeq) osmotically inducible protein"
"25431","centroid_7444","NCBI-GeneID: 11847814","(RefSeq) hypothetical protein"
"25432","centroid_7445","NCBI-GeneID: 11847815","(RefSeq) hypothetical protein"
"25433","centroid_7446","NCBI-GeneID: 11847816","(RefSeq) hypothetical protein"
"25434","centroid_7447","NCBI-GeneID: 11847817","(RefSeq) hypothetical protein"
"25435","centroid_745","    2.4.2.19  nicotinate-nucleotide diphosphorylase (carboxylating)","nadC"
"25436","centroid_745","   00760 Nicotinate and nicotinamide metabolism","nadC"
"25437","centroid_745","   2.4.2  Pentosyltransferases","nadC"
"25438","centroid_745","  09108 Metabolism of cofactors and vitamins","nadC"
"25439","centroid_745","  2.4  Glycosyltransferases","nadC"
"25440","centroid_745"," 09100 Metabolism","nadC"
"25441","centroid_745"," 2. Transferases","nadC"
"25442","centroid_746","    3.5.1.28  N-acetylmuramoyl-L-alanine amidase","ampD"
"25443","centroid_746","   01011 Peptidoglycan biosynthesis and degradation proteins [BR:kpu01011]","ampD"
"25444","centroid_746","   3.5.1  In linear amides","ampD"
"25445","centroid_746","  09181 Protein families: metabolism","ampD"
"25446","centroid_746","  3.5  Acting on carbon-nitrogen bonds, other than peptide bonds","ampD"
"25447","centroid_746"," 09180 Brite Hierarchies","ampD"
"25448","centroid_746"," 3. Hydrolases","ampD"
"25449","centroid_747","   99995 Signaling proteins","ampE"
"25450","centroid_747","  09193 Unclassified: signaling and cellular processes","ampE"
"25451","centroid_747"," 09190 Not Included in Pathway or Brite","ampE"
"25452","centroid_7480","    1.17.5.3  formate dehydrogenase-N","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25453","centroid_7480","   02020 Two-component system","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25454","centroid_7480","   1.17.5  With a quinone or similar compound as acceptor","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25455","centroid_7480","  09132 Signal transduction","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25456","centroid_7480","  1.17  Acting on CH or CH2 groups","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25457","centroid_7480"," 09130 Environmental Information Processing","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25458","centroid_7480"," 1. Oxidoreductases","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25459","centroid_7480","NCBI-GeneID: 11847855","(RefSeq) nitrate inducible formate dehydrogenase subunit alpha"
"25460","centroid_7481","NCBI-GeneID: 11847856","(RefSeq) hypothetical protein"
"25461","centroid_749","   99977 Transport","(GenBank) putative permease of the Na+:galactoside symporter family"
"25462","centroid_749","  09193 Unclassified: signaling and cellular processes","(GenBank) putative permease of the Na+:galactoside symporter family"
"25463","centroid_749"," 09190 Not Included in Pathway or Brite","(GenBank) putative permease of the Na+:galactoside symporter family"
"25464","centroid_7497","    2.3.1.118  N-hydroxyarylamine O-acetyltransferase","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25465","centroid_7497","   2.3.1  Transferring groups other than aminoacyl groups","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25466","centroid_7497","   99980 Enzymes with EC numbers","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25467","centroid_7497","  09191 Unclassified: metabolism","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25468","centroid_7497","  2.3  Acyltransferases","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25469","centroid_7497"," 09190 Not Included in Pathway or Brite","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25470","centroid_7497"," 2. Transferases","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25471","centroid_7497","NCBI-GeneID: 11847873","(RefSeq) N-hydroxyarylamine O-acetyltransferase"
"25472","centroid_75","   03110 Chaperones and folding catalysts [BR:kpu03110]","hslU"
"25473","centroid_75","  09182 Protein families: genetic information processing","hslU"
"25474","centroid_75"," 09180 Brite Hierarchies","hslU"
"25475","centroid_750","   02000 Transporters [BR:kpu02000]","aroP"
"25476","centroid_750","  09183 Protein families: signaling and cellular processes","aroP"
"25477","centroid_750"," 09180 Brite Hierarchies","aroP"
"25478","centroid_7502","   03000 Transcription factors [BR:kpm03000]","(RefSeq) positive regulator for rhaBAD operon"
"25479","centroid_7502","  09182 Protein families: genetic information processing","(RefSeq) positive regulator for rhaBAD operon"
"25480","centroid_7502"," 09180 Brite Hierarchies","(RefSeq) positive regulator for rhaBAD operon"
"25481","centroid_7502","NCBI-GeneID: 11847878","(RefSeq) positive regulator for rhaBAD operon"
"25482","centroid_7503","NCBI-GeneID: 11847879","(RefSeq) putative sugar hydrolase"
"25483","centroid_7504","   99977 Transport","(RefSeq) putative sugar transport protein"
"25484","centroid_7504","  09193 Unclassified: signaling and cellular processes","(RefSeq) putative sugar transport protein"
"25485","centroid_7504"," 09190 Not Included in Pathway or Brite","(RefSeq) putative sugar transport protein"
"25486","centroid_7504","NCBI-GeneID: 11847880","(RefSeq) putative sugar transport protein"
"25487","centroid_7507","    5.3.2.6  2-hydroxymuconate tautomerase","(RefSeq) tautomerase enzyme family protein"
"25488","centroid_7507","   00362 Benzoate degradation","(RefSeq) tautomerase enzyme family protein"
"25489","centroid_7507","   00621 Dioxin degradation","(RefSeq) tautomerase enzyme family protein"
"25490","centroid_7507","   00622 Xylene degradation","(RefSeq) tautomerase enzyme family protein"
"25491","centroid_7507","   5.3.2  Interconverting keto- and enol-groups","(RefSeq) tautomerase enzyme family protein"
"25492","centroid_7507","  09111 Xenobiotics biodegradation and metabolism","(RefSeq) tautomerase enzyme family protein"
"25493","centroid_7507","  5.3  Intramolecular oxidoreductases","(RefSeq) tautomerase enzyme family protein"
"25494","centroid_7507"," 09100 Metabolism","(RefSeq) tautomerase enzyme family protein"
"25495","centroid_7507"," 5. Isomerases","(RefSeq) tautomerase enzyme family protein"
"25496","centroid_7507","NCBI-GeneID: 11847883","(RefSeq) tautomerase enzyme family protein"
"25497","centroid_7515","NCBI-GeneID: 11847891","(RefSeq) putative luciferase-like monooxygenase"
"25498","centroid_752","   03000 Transcription factors [BR:kpu03000]","pdhR"
